Competitive Bid Service Area ID,Competitive Bid Service Area Name,Company Name,DBA Name,Address,Address 2,City,State,Zip,Zip Plus 4,Phone,Toll-Free Telephone,Product Category Name,Competitive Bid
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1828 MIDPARK RD A,,KNOXVILLE,TN,37921,,(865)588-5396,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,4740 E SHELBY DR,STE 104,MEMPHIS,TN,38118,,(901)368-1200,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,5959 SHALLOWFORD RD 545,,CHATTANOOGA,TN,37421,,(423)499-0212,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1075 MARTHA GLASS DR,,JEFFERSON CITY,TN,37760,,(865)475-8953,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,10385 IRONWOOD RD 140,,PALM BEACH GARDENS,FL,33410,,(561)471-3030,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2730 AYLIFF RD,STE 102,NORFOLK,VA,23513,,(757)852-3929,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1395 GREG ST,STE 113,SPARKS,NV,89431,,(775)352-7742,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2891 BENEDUM DR,,BRIDGEPORT,WV,26330,,(304)842-9580,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,11634 CLEAR CREEK NWRD 100,,SILVERDALE,WA,98383,,(360)698-0552,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1805S 24TH AVE A,,YAKIMA,WA,98902,,(509)452-1730,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,11414 E 51ST ST,# F,TULSA,OK,74146,,(918)252-7082,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,6025W RENO AVE E-F,,OKLAHOMA CITY,OK,73127,,(405)495-1919,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE,7514 MURRAY DR,,STOCKTON,CA,95210,,(209)475-6860,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,2580 LANDON DR H,,BULLHEAD CITY,AZ,86429,,(928)763-7787,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,941 PARKWOOD DR,,ROLLA,MO,65401,,(573)364-3931,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,903N BLOOMINGTON ST 101B,,LOWELL,AR,72745,,(479)770-0813,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,860 OSAGE ST,,SIDNEY,NE,69162,,(308)254-0889,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,4739 MAIN STREET,#5 AND #6,SPRINGFIELD,OR,97478,,(541)747-2300,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,175 E CROSSROADS PKWY,STE F,BOLINGBROOK,IL,60440,,(331)803-4636,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,73 ENTERPRISE DR,STE A&B,PENDERGRASS,GA,30567,,(706)983-4017,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2456 FORTUNE DR 130,,LEXINGTON,KY,40509,,(859)276-0663,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,6605 ROYAL ST,,PLEASANT VALLEY,MO,64068,,(816)781-1119,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,11125 EASTEX FWY,,BEAUMONT,TX,77708,,(409)832-6080,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1709 MARTHA BERRY NW,STE 100,ROME,GA,30165,,(706)232-0610,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,10303 COLONEL GLENN RD 1B,,LITTLE ROCK,AR,72204,,(501)227-9020,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2980 VOYAGER DR 2982,,GREEN BAY,WI,54311,,(920)469-4800,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2021 KERN AVE,,RICE LAKE,WI,54868,,(715)234-6961,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,113S WESTWOOD BLVD,,POPLAR BLUFF,MO,63901,,(573)686-2755,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,805 MARATHON PKWY,STE 160,LAWRENCEVILLE,GA,30046,,(678)584-0635,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,601 CAMPUS DR,STE 10,NEW BRIGHTON,MN,55112,,(651)523-8888,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,8910 OAK GROVE RD,,FORT WORTH,TX,76140,,(817)945-3755,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,91 DIDION DR,,SAINT PETERS,MO,63376,,(636)397-7990,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1389W US HIGHWAY 90 150,,LAKE CITY,FL,32055,,(386)752-6348,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,5920SW25TH ST,,OCALA,FL,34474,,(352)368-1055,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2777 MICCOSUKEE RD 4,,TALLAHASSEE,FL,32308,,(850)383-1188,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,233 STEWART RD 239,,HANOVER TOWNSHIP,PA,18706,,(570)831-7400,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,818 MAIN ST,STE H AND I,SALMON,ID,83467,,(208)756-4794,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,5443 DONALD RD A,,GRAYLING,MI,49738,,(989)344-9922,,Automatic External Defibrillators (AEDS),N
,,"CARE MEDICAL OF ATHENS, INC.","CARE MEDICAL OF ATHENS, INC.",1242 PRINCE AVE,,ATHENS,GA,30606,,(706)354-4136,,Automatic External Defibrillators (AEDS),N
,,WESTPORT APOTHECARY INC,WESTPORT APOTHECARY INC,784 MAIN RD,,WESTPORT,MA,02790,,(508)636-5957,,Automatic External Defibrillators (AEDS),N
,,"WEST HOME HEALTH CARE, INC",WEST HOME HEALTH CARE INC,2026 DABNEY RD,STE C,RICHMOND,VA,23230,,(804)353-7703,,Automatic External Defibrillators (AEDS),N
,,"HERRON & SMITH, INC.",HERRON AND SMITH INC,8 INDUSTRIAL PARK DR,UNIT 20,HOOKSETT,NH,03106,,(603)627-8500,,Automatic External Defibrillators (AEDS),N
,,CORNELL SURGICAL CO,CORNELL SURGICAL CO,30 NEW BRIDGE RD,,BERGENFIELD,NJ,07621,,(201)384-9000,,Automatic External Defibrillators (AEDS),N
,,SLAKOPER INC,MAT'S PHARMACY,701 BRISTOL PIKE,,CROYDON,PA,19021,,(215)785-3537,,Automatic External Defibrillators (AEDS),N
,,BEGGS PHARMACY INC,BEGGS PHARMACY,200 S ADAIR ST,,PRYOR,OK,74361,,(918)825-3059,,Automatic External Defibrillators (AEDS),N
,,"NORCO, INC.",NORCO INC,1911 MEADOWLARK LN,STE A,BUTTE,MT,59701,,(406)494-1349,,Automatic External Defibrillators (AEDS),N
,,TRICOREX INC,HEALTHCARE EQUIPMENT & SUPPLY CO,628 OLD SAINT MARYS RD,,PERRYVILLE,MO,63775,,(573)547-4526,,Automatic External Defibrillators (AEDS),N
,,TRICOREX INC,"TRICOREX, INC",1505 N MARKET ST,STE 9,SPARTA,IL,62286,,(618)443-4325,,Automatic External Defibrillators (AEDS),N
,,TRICOREX INC,TRICOREX INC,435 W MAIN ST,,JACKSON,MO,63755,,(573)204-1628,,Automatic External Defibrillators (AEDS),N
,,TRICOREX INC,"TRICOREX, INC",918 VALLEY CREEK DR,,FARMINGTON,MO,63640,,(573)701-0044,,Automatic External Defibrillators (AEDS),N
,,ARMSCARE INC,ARMSCARE INC,85 GLADE DR,,KITTANNING,PA,16201,,(724)545-3200,,Automatic External Defibrillators (AEDS),N
,,GOULD'S DISCOUNT MEDICAL INC.,GOULD'S DISCOUNT MEDICAL INC.,3901 DUTCHMANS LN,STE 100,LOUISVILLE,KY,40207,,(502)491-2000,,Automatic External Defibrillators (AEDS),N
,,GOULD'S DISCOUNT MEDICAL INC.,GOULD'S DISCOUNT MEDICAL,6802 DIXIE HWY,,LOUISVILLE,KY,40258,,(502)286-9770,,Automatic External Defibrillators (AEDS),N
,,GOULD'S DISCOUNT MEDICAL INC.,GOULD'S DISCOUNT MEDICAL INC,118 PATRIOT DR,STE 101,BARDSTOWN,KY,40004,,(502)286-9770,,Automatic External Defibrillators (AEDS),N
,,GOULD'S DISCOUNT MEDICAL INC.,GOULDS DISCOUNT MEDICAL INC.,504 E LEWIS AND CLARK PKWY,,CLARKSVILLE,IN,47129,,(812)282-5200,,Automatic External Defibrillators (AEDS),N
,,GOULD'S DISCOUNT MEDICAL INC.,GOULD'S DISCOUNT MEDICAL,198 MOORE DR,STE 106,LEXINGTON,KY,40503,,(859)721-1732,,Automatic External Defibrillators (AEDS),N
,,GOULD'S DISCOUNT MEDICAL INC.,GOULD'S DISCOUNT MEDICAL,2408 RING RD,STE 600,ELIZABETHTOWN,KY,42701,,(270)506-0033,,Automatic External Defibrillators (AEDS),N
,,GARRETTS PHARMACY INC,CLARKRANGE DRUG CENTER,6404 S YORK HWY,,CLARKRANGE,TN,38553,,(931)863-3779,,Automatic External Defibrillators (AEDS),N
,,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,701 DELLWOOD S ST,,CAMBRIDGE,MN,55008,,(763)689-7809,,Automatic External Defibrillators (AEDS),N
,,DIAMOND DRUGS INC,DIAMOND MEDICAL SUPPLY,639 KOLTER DR,,INDIANA,PA,15701,,(724)349-2830,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,5785 STODDARD RD,BLDG 16,MODESTO,CA,95356,,(209)548-4400,,Automatic External Defibrillators (AEDS),N
,,DASCO HME LLC,DASCO HME,375 N WEST ST,,WESTERVILLE,OH,43082,,(614)901-2226,,Automatic External Defibrillators (AEDS),N
,,AMITA CORP,KOMISHANES PHARMACY,199 STUYVESANT AVE,,NEWARK,NJ,07106,,(973)399-0900,,Automatic External Defibrillators (AEDS),N
,,DASCO HME LLC,DASCO HOME MEDICAL EQUIPMENT,1054 BELLEFONTAINE AVE,STE A,LIMA,OH,45804,,(419)224-1135,,Automatic External Defibrillators (AEDS),N
,,DASCO HME LLC,DASCO HOME MEDICAL EQUIPMENT,8125 UEHLING LANE,,HUBER HEIGHTS,OH,45424,,(937)836-4162,,Automatic External Defibrillators (AEDS),N
,,DASCO HME LLC,DASCO HME,1021 NATIONAL RD,STE 600,WHEELING,WV,26003,,(740)633-3510,,Automatic External Defibrillators (AEDS),N
,,DASCO HME LLC,DASCO HOME MEDICAL EQUIPMENT,653 MCCORKLE BLVD,STE F,WESTERVILLE,OH,43082,,(614)392-4339,,Automatic External Defibrillators (AEDS),N
,,RIVERSIDE MEDICAL INC,RIVERSIDE MEDICAL INC,275 EUREKA ST,,SAVANNAH,TN,38372,,(731)926-2677,,Automatic External Defibrillators (AEDS),N
,,RIVERSIDE MEDICAL INC,RIVERSIDE MEDICAL INC,105 LEE PARKWAY DR,STE C,CHATTANOOGA,TN,37421,,(423)417-1310,,Automatic External Defibrillators (AEDS),N
,,AFFORDABLE HOME HEALTH CARE INC,AFFORDABLE MEDICAL,501 W KINGSHIGHWAY,,PARAGOULD,AR,72450,,(870)239-0997,,Automatic External Defibrillators (AEDS),N
,,AFFORDABLE HOME HEALTH CARE INC,AFFORDABLE MEDICAL,4707 E JOHNSON AVE,,JONESBORO,AR,72401,,(870)972-5900,,Automatic External Defibrillators (AEDS),N
,,AFFORDABLE HOME HEALTH CARE INC,AFFORDABLE MEDICAL,308 W MAIN ST,,WALNUT RIDGE,AR,72476,,(870)886-1260,,Automatic External Defibrillators (AEDS),N
,,"BLACK BEAR MEDICAL, INC.",BLACK BEAR MEDICAL INC,275 MARGINAL WAY,,PORTLAND,ME,04101,,(207)871-0008,,Automatic External Defibrillators (AEDS),N
,,SAFEWAY MEDICAL CORPORATION,SAFEWAY MEDICAL SUPPLY,1009 WESTHEIMER RD,STE A,HOUSTON,TX,77006,,(713)807-9922,,Automatic External Defibrillators (AEDS),N
,,MMS EQUIPMENT OF DALLAS CENTRAL INC.,MAJORS MEDICAL SUPPLY,2601 W MOCKINGBIRD LN,STE 101,DALLAS,TX,75235,,(214)951-9710,,Automatic External Defibrillators (AEDS),N
,,"HEALTH AID COMPANY, INC.",HEALTH AID CO INC,4502 N ARMENIA AVE,,TAMPA,FL,33603,,(813)879-7552,,Automatic External Defibrillators (AEDS),N
,,PATIENT-AIDS INC.,PATIENT AIDS INC,100 CROSSING DR,,WILDER,KY,41076,,(859)441-8876,,Automatic External Defibrillators (AEDS),N
,,PATIENT-AIDS INC.,PATIENT-AIDS -LEXINGTON,3158 MAPLELEAF DR,,LEXINGTON,KY,40509,,(859)388-9002,,Automatic External Defibrillators (AEDS),N
,,PATIENT-AIDS INC.,PATIENT AIDS INC,1488 OLD LEBANON RD,STE C,CAMPBELLSVILLE,KY,42718,,(270)299-2067,,Automatic External Defibrillators (AEDS),N
,,PATIENT-AIDS INC.,PATIENT AIDS INC,4901 CENTURY PLAZA RD,,INDIANAPOLIS,IN,46254,,(317)841-0202,,Automatic External Defibrillators (AEDS),N
,,PATIENT-AIDS INC.,PATIENTS AIDS INC,5637 CREEK RD,,BLUE ASH,OH,45242,,(513)984-8876,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1234 COMMERCE SWST,,CONOVER,NC,28613,,(828)466-0323,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,2222 TETON PLAZA,SUITE 1,IDAHO FALLS,ID,83404,,(208)523-0300,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,771 FENTRESS BLVD,STE 1F,DAYTONA BEACH,FL,32114,,(386)677-4554,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,407 DEVONSHIRE DR,,CHAMPAIGN,IL,61820,,(217)352-7483,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,401 S BANKER ST,STE A&B,EFFINGHAM,IL,62401,,(217)347-5212,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,95 MAIN ST,,BRADFORD,PA,16701,,(814)362-3235,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,804 FAIRFIELD RD,STE 1,MONTOURSVILLE,PA,17754,,(570)323-1382,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,22A BRIARCREST SQ,,HERSHEY,PA,17033,,(717)533-8466,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1450 EXPO PKWY,STE D,SACRAMENTO,CA,95815,,(916)921-1162,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE,12981 LOMA RICA DR,,GRASS VALLEY,CA,95945,,(530)273-7237,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,799N CASHUA DR,,FLORENCE,SC,29501,,(843)665-6294,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE,1010 FRANKLIN DR,STE 4,SMOCK,PA,15480,,(724)425-1986,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1626 AMERICAN WAY,,MYRTLE BEACH,SC,29577,,(843)213-3600,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,1000 BUSINESS CENTER DRIVE,SUITE 10,SAVANNAH,GA,31405,,(912)443-4612,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,802 134TH SWST 120,,EVERETT,WA,98204,,(425)745-9062,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,405 BLACK HILLS LN SW,STE A,OLYMPIA,WA,98502,,(360)352-1753,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,610 S DOUGLAS ST,,EL SEGUNDO,CA,90245,,(310)297-6998,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,2530 JASON CT,,OCEANSIDE,CA,92056,,(760)724-9491,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE,329 GEES MILL BUSINESS PKWY NE,STE 80,CONYERS,GA,30013,,(770)761-6706,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1165 ALLGOOD RD,STE 19,MARIETTA,GA,30062,,(770)565-0311,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1016S NORTHPOINT BLVD,,WAUKEGAN,IL,60085,,(847)473-0739,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,38444 SKY CANYON DR 110,,MURRIETA,CA,92563,,(951)704-7928,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2292 RALEIGH CT,,CLARKSVILLE,TN,37043,,(931)648-9889,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2944N GOVERNMENT WAY,,COEUR D ALENE,ID,83815,,(208)667-1195,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,251N MAIN ST B,,COLVILLE,WA,99114,,(509)684-4243,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,300W 27TH ST,,WINSTON SALEM,NC,27105,,(336)722-1256,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,505 PECH RD 507,,MEDFORD,OR,97502,,(541)245-2400,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,226W CASTLE ST,,MURFREESBORO,TN,37129,,(615)893-4824,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,7367S REVERE PKWY 2C,,CENTENNIAL,CO,80112,,(303)649-2290,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,4695 IVEY DR,STE B,MACON,GA,31206,,(478)757-8196,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,4806 TECHNOLOGY DR,,MARTINEZ,GA,30907,,(706)868-8806,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,815 COURT ST,UNIT 2,KEENE,NH,03431,,(603)352-0227,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,620 PEVERLY HILL RD,"BLDG 2, UNIT B",PORTSMOUTH,NH,03801,,(603)430-0015,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,536 FIRESIDE CT A,,LAWRENCE,KS,66049,,(785)842-5587,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,3905 BOHANNON DR,STE C-G,MENLO PARK,CA,94025,,(650)330-2420,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1004 NORTH ST,,NACOGDOCHES,TX,75961,,(936)564-2265,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,4040W NEWBERRY RD 1200,,GAINESVILLE,FL,32607,,(352)374-4227,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,3416 JENKS AVE,,PANAMA CITY,FL,32405,,(850)747-8070,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,8550 N 91ST AVE,BLDG H STE 85-89,PEORIA,AZ,85345,,(623)872-1392,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1459 INTERSTATE DR B,,COOKEVILLE,TN,38501,,(931)520-7005,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,9876 HAWTHORNE DR,,RANCHO CUCAMONGA,CA,91730,,(909)476-5000,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,9400 KIRBY DR,,HOUSTON,TX,77054,,(713)440-8537,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,73 EASTERN STEEL RD,,MILFORD,CT,06460,,(203)877-2249,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTCARE INC,2085 S BLUE JAY DR,STE 106,GILBERT,AZ,85295,,(480)988-2955,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,244 COX ST,,ROSELLE,NJ,07203,,(908)793-0034,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,11880 W PRESIDENT DR,STE E,BOISE,ID,83713,,(208)322-2372,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,1022N LAKE ST,,BURBANK,CA,91502,,(818)446-7200,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,60S 700 E 1,,PRICE,UT,84501,,(435)637-9500,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,206W 36TH ST,,OGDEN,UT,84405,,(801)394-4000,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2350 FREEDOM WAY,# 106,YORK,PA,17402,,(717)741-3222,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,400N GENEVA RD F,,LINDON,UT,84042,,(801)785-1000,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,990 KLAMATH LN,STE 11,YUBA CITY,CA,95993,,(530)673-5513,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,6680 LOCKHEED DR,STE 100,REDDING,CA,96002,,(530)221-0202,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,414 19TH ST,,BAKERSFIELD,CA,93301,,(661)324-4887,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,4551 S WHITE MOUNTAIN RD,STE 4,SHOW LOW,AZ,85901,,(928)537-7330,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2577 S AVENUE 2 1/2 E,STE B,YUMA,AZ,85365,,(928)782-6509,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,4202 S SANTA RITA AVE,,TUCSON,AZ,85714,,(520)295-5980,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,604 E COLLEGE BLVD,,ROSWELL,NM,88201,,(505)622-4747,,Automatic External Defibrillators (AEDS),N
